Date,MSFT,AAPL,NVDA,AMZN,GOOGL,META,GOOG,CVX,TSLA,LLY,UNH,AVGO,JPM,V,XOM,JNJ,HD,MA,PG,COST,MRK,ABBV,ADBE,CRM,AM
01/04/2021,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2021,0.8865784620957637,2.0400272891897124,1.2449059309898007,-0.12332946655839824,4.15379947926013,-0.5094054825428879,4.569381382660406,7.519776667958481,20.588676413331296,0.5498511553530967,3.974253118293991,4.8022231713262515,8.063876463333527,-1.060799787318723,9.54216646860881,2.261976540659944,1.9589203725059208,0.6714318856041837,0.7038063491262123,-2.685779723531515,2.556816105614681,1.7645317487315706,-0.049447858446827926,0.7852552070765563,5.897769364556688
01/12/2021,-0.18815438953847866,-1.549499171371198,1.6169609412110753,-3.240637054452822,0.9333024190974213,-5.214601180631694,1.481976139976421,5.287354567955281,10.349471748158306,11.796533341259977,4.6258737736986975,4.125205188116523,9.868683943728405,-0.7552072904164392,7.6781612703169895,0.6504981704678726,1.9470112501528458,0.22451175785793345,-0.6128268662066,-3.1218344529772306,4.808878414744566,2.366194031048269,-2.3574733162049464,-1.4761665806212843,-2.0556235415241537
01/13/2021,1.2626585044905771,1.7377603508316253,6.898812676389496,-0.5592072380716783,0.8445172493013502,-4.640918056286015,0.648878156469564,3.94208593076826,12.362761877571014,8.8120710090821,-0.528848485703066,5.6245061049144525,6.590648398186762,-1.7684105884602026,7.330195949391855,-1.0636281854261238,3.27390178579779,-1.3321750907361256,-2.2188930715562725,-1.5728817305665954,0.861852091979548,3.978023181854918,1.1451601650937437,-0.29145946880072565,0.8333410913985613
01/14/2021,-0.893305698024425,-0.022913825020195285,1.4070012043282634,0.1179528663357192,-1.5267646258292795,-6.363024285969954,-1.8380212896491586,3.358455706384506,4.701978485489098,11.861543720529435,-2.7367586959380596,1.7636790519157404,3.2972776531449255,-2.0859602011154244,7.69572765776056,-1.5464212777002644,2.9257033507212995,-1.0089747119121664,-1.1451289353882348,-0.2636445926564396,-1.9995199971983977,5.379062799190644,-1.1910249419594807,0.09175013861923331,-0.9489907569390834
01/15/2021,-3.00518668220755,-2.3778866467861386,-0.5761947608398112,-1.7353127617982462,-3.72171414666746,-8.195988838165027,-3.709025475164878,4.841892780036385,-3.9794572814761295,12.186766620397904,-3.5389018274434636,1.4428669922861137,3.786203304455461,-6.307726400736659,10.668725003285205,0.3811551086864598,-0.27871716162136356,-7.607747057621689,-2.154326953680849,-2.051683053414273,-1.0357694299575115,4.064510810845975,-4.500106537864161,-2.900372625357765,5.569304622700234
01/19/2021,-2.2253949489333262,-1.4265749719650205,-5.59409413210685,-0.31982500514716683,-1.6324208589696874,-2.1336224130488324,-1.7280575445122874,0.5349321745981971,1.8454333335063677,2.5976130835949074,-2.619546003335066,0.020189414913631205,0.42737872136766497,-5.3079069398067915,2.24167214696846,0.5835527157332606,1.6074863307741685,-7.16255070852138,-2.2270636113816282,-0.5082294590488837,-1.9058889043575107,1.3758943736817653,-3.4075581973006766,-2.341351940596363,4.938266662867668
01/20/2021,0.7025588875829106,-0.7531065199690623,-3.4075537892172845,-0.002249094885988491,2.707453026723674,3.986622291457023,2.5370013952240877,1.253488155393149,-0.5756751076453819,11.006707125214305,-1.4494761022347848,2.198530016952776,-1.5547054026472507,-3.4472837916315684,2.0050105744712465,2.940614527856625,-1.1363168253323852,-4.9515952179636855,-2.517327159007267,-2.6716119330597685,0.12035268040921643,2.1861919771960467,-3.212126384509066,0.575348092888611,1.6528853038342097
01/21/2021,3.697883024600407,0.8709598861367215,-1.2267471703287534,3.0793943467063967,7.6016581580745,6.29471134759957,7.552439475384332,2.2841793602337312,-0.463480274603564,8.495953912040951,-1.182968709426402,2.3647555749652915,-3.1207728481194454,-1.595419870696408,2.2924424872520555,2.84375546932736,0.09122423321867201,-3.297428277344198,-3.8831429727248303,-1.5397259098263185,0.14573481449156386,0.15118346194183802,-0.49146846025514035,2.4108579806588653,-2.8742600458448924
