Date,Open,High,Low,Close,Adj Close,Volume
01/04/2021,351.45001220703125,352.0799865722656,340.3800048828125,349.5,335.24871826171875,4203800
01/05/2021,348.69000244140625,351.3599853515625,344.4800109863281,344.79998779296875,330.7403869628906,3160500
01/06/2021,337.1099853515625,359.489990234375,335.1099853515625,359.2699890136719,344.62030029296875,6561400
01/07/2021,358.5400085449219,366.45001220703125,357.9200134277344,365.0299987792969,350.14544677734375,3366700
01/08/2021,367.0,367.489990234375,358.760009765625,363.3900146484375,348.5723876953125,2947800
01/11/2021,362.6199951171875,364.2900085449219,359.19000244140625,360.75,346.0400085449219,2695100
01/12/2021,357.94000244140625,360.0799865722656,355.2300109863281,357.3699951171875,342.7978820800781,2372500
01/13/2021,356.0400085449219,356.80999755859375,351.2300109863281,355.0400085449219,340.5628356933594,1974500
01/14/2021,356.8500061035156,358.80999755859375,350.4200134277344,350.5299987792969,336.2366943359375,2919900
01/15/2021,349.1199951171875,353.04998779296875,345.739990234375,351.29998779296875,336.975341796875,3777000
01/19/2021,356.2099914550781,356.9599914550781,351.55999755859375,352.19000244140625,337.82904052734375,3361300
01/20/2021,351.8800048828125,352.0799865722656,345.8299865722656,350.8399963378906,336.5340881347656,3036800
01/21/2021,350.80999755859375,360.8900146484375,350.739990234375,355.0,340.5244140625,3749800
01/22/2021,353.30999755859375,354.6199951171875,347.5400085449219,347.54998779296875,333.37823486328125,2585100
01/25/2021,347.1499938964844,350.3900146484375,344.6000061035156,347.80999755859375,333.6275939941406,2506300
01/26/2021,350.510009765625,351.510009765625,342.57000732421875,343.1099853515625,329.11932373046875,2467500
01/27/2021,337.0400085449219,338.0,329.010009765625,332.989990234375,319.4119567871094,4770900
01/28/2021,336.6400146484375,346.5799865722656,334.510009765625,338.1499938964844,324.36151123046875,2769900
01/29/2021,336.5299987792969,339.0199890136719,330.6300048828125,333.5799865722656,319.9778747558594,3899200
02/01/2021,335.0299987792969,338.1499938964844,332.739990234375,334.0,320.3807373046875,3020200
02/02/2021,337.1000061035156,344.6400146484375,337.1000061035156,338.7200012207031,324.90826416015625,2663700
02/03/2021,338.0,340.1600036621094,334.6000061035156,337.8900146484375,324.1121520996094,2537100
02/04/2021,332.32000732421875,335.2900085449219,328.3900146484375,329.32000732421875,315.8916320800781,5962200
02/05/2021,332.1099853515625,333.4800109863281,323.4800109863281,324.510009765625,311.2777404785156,7227900
02/08/2021,327.010009765625,327.0199890136719,323.80999755859375,324.3399963378906,311.1146545410156,4758200
02/09/2021,323.8999938964844,331.0400085449219,321.7099914550781,329.6300048828125,316.18890380859375,4096900
02/10/2021,332.6600036621094,335.760009765625,329.7699890136719,333.3999938964844,319.80517578125,4122700
02/11/2021,335.0,336.6499938964844,331.5,333.07000732421875,319.48870849609375,2776700
02/12/2021,331.67999267578125,332.3999938964844,327.8800048828125,328.239990234375,314.8556213378906,2760800
02/16/2021,327.3599853515625,329.8399963378906,322.4800109863281,324.6199951171875,311.3832702636719,4339000
02/17/2021,323.4599914550781,328.6000061035156,322.239990234375,326.8599853515625,313.5318908691406,2620000
02/18/2021,325.8999938964844,329.5799865722656,325.20001220703125,328.4100036621094,315.0186767578125,2383500
02/19/2021,328.75,328.8500061035156,324.1099853515625,324.5799865722656,311.3448486328125,2313800
02/22/2021,321.5,329.04998779296875,320.3500061035156,327.6400146484375,314.2800598144531,2688300
02/23/2021,329.989990234375,333.94000244140625,326.6400146484375,329.510009765625,316.0738525390625,3225700
02/24/2021,328.489990234375,333.6000061035156,326.0400085449219,332.2099914550781,318.66375732421875,3360500
02/25/2021,331.0,333.6000061035156,327.3599853515625,328.8699951171875,315.4599609375,2780100
02/26/2021,330.54998779296875,337.9100036621094,329.8500061035156,332.2200012207031,318.6733703613281,5430000
03/01/2021,334.3599853515625,338.9100036621094,333.67999267578125,334.6499938964844,321.0042419433594,4198900
03/02/2021,335.0,337.6700134277344,333.8900146484375,334.6400146484375,320.9946594238281,2568900
03/03/2021,333.32000732421875,338.1600036621094,332.7799987792969,332.8699951171875,319.296875,3039700
03/04/2021,334.1700134277344,340.8399963378906,332.6700134277344,333.80999755859375,320.1985168457031,4991600
03/05/2021,335.0299987792969,348.2900085449219,335.0199890136719,347.1000061035156,332.94659423828125,4563100
03/08/2021,347.010009765625,354.0,345.6000061035156,350.1700134277344,335.8914489746094,3419900
03/09/2021,352.9200134277344,361.25,351.3399963378906,351.9800109863281,337.62762451171875,4277600
03/10/2021,353.9100036621094,354.4800109863281,348.5,349.6000061035156,335.3446960449219,3012300
03/11/2021,350.760009765625,355.9700012207031,349.8699951171875,353.1000061035156,338.7019958496094,2520500
03/12/2021,353.1700134277344,356.82000732421875,351.989990234375,356.0199890136719,342.71612548828125,2088700
03/15/2021,356.9200134277344,357.94000244140625,351.54998779296875,353.8800048828125,340.6561584472656,2343400
03/16/2021,353.5299987792969,355.3599853515625,351.9100036621094,354.6000061035156,341.3492126464844,2904200
03/17/2021,355.1700134277344,358.07000732421875,351.8299865722656,352.17999267578125,339.0196228027344,2633100
03/18/2021,352.8699951171875,364.32000732421875,352.3399963378906,362.04998779296875,348.5207824707031,3311600
03/19/2021,361.9200134277344,370.4599914550781,359.010009765625,365.5799865722656,351.91888427734375,8572900
03/22/2021,365.0,368.5799865722656,360.1099853515625,366.8599853515625,353.1510314941406,3505200
03/23/2021,368.8500061035156,371.5400085449219,367.2200012207031,368.5,354.7297668457031,3100100
03/24/2021,366.04998779296875,373.79998779296875,365.510009765625,370.6000061035156,356.7513122558594,3407800
03/25/2021,370.6000061035156,372.1099853515625,363.3900146484375,371.0899963378906,357.22296142578125,3021500
03/26/2021,371.67999267578125,377.05999755859375,370.2900085449219,376.4800109863281,362.41162109375,2959800
03/29/2021,376.3599853515625,380.5,374.989990234375,379.05999755859375,364.8951416015625,2740400
03/30/2021,377.54998779296875,379.8800048828125,371.79998779296875,373.55999755859375,359.6006774902344,3066000
03/31/2021,372.79998779296875,377.0,371.79998779296875,372.07000732421875,358.1663513183594,3356500
04/01/2021,372.20001220703125,372.69000244140625,365.760009765625,367.07000732421875,353.3531799316406,2977700
04/05/2021,369.6199951171875,372.6300048828125,367.6400146484375,370.17999267578125,356.3470153808594,2709400
04/06/2021,368.7799987792969,369.7900085449219,362.7200012207031,364.3699951171875,350.7541198730469,2698600
04/07/2021,364.19000244140625,365.8800048828125,360.54998779296875,365.6400146484375,351.9766845703125,2158900
04/08/2021,363.1099853515625,366.9100036621094,363.1099853515625,364.8900146484375,351.2546691894531,2426700
04/09/2021,368.3500061035156,376.6099853515625,367.0,376.29998779296875,362.23828125,2483200
04/12/2021,374.4800109863281,379.8299865722656,374.0299987792969,376.2799987792969,362.21905517578125,3057300
04/13/2021,376.25,379.30999755859375,374.3299865722656,374.5,360.50555419921875,2652300
04/14/2021,375.3399963378906,378.010009765625,374.5799865722656,375.6300048828125,361.5933837890625,2805600
04/15/2021,380.0,392.3599853515625,380.0,390.010009765625,375.4360046386719,4488300
04/16/2021,393.9200134277344,393.9200134277344,385.4599914550781,391.010009765625,376.3986511230469,4532400
04/19/2021,390.0,393.3900146484375,388.4700012207031,389.8399963378906,375.27227783203125,2965400
04/20/2021,389.8599853515625,397.8800048828125,389.4200134277344,396.5299987792969,381.7123107910156,3348100
04/21/2021,398.8599853515625,401.4800109863281,395.44000244140625,398.80999755859375,383.9071350097656,2473300
04/22/2021,398.44000244140625,398.760009765625,393.19000244140625,396.5400085449219,381.721923828125,2718600
04/23/2021,395.6199951171875,401.989990234375,394.5,400.30999755859375,385.35107421875,2263200
04/26/2021,399.80999755859375,400.0,395.2099914550781,395.8599853515625,381.0673828125,1642300
04/27/2021,394.6600036621094,396.3299865722656,392.29998779296875,394.5,379.7582092285156,1758500
04/28/2021,395.17999267578125,396.989990234375,393.29998779296875,394.5899963378906,379.8448181152344,1886500
04/29/2021,396.75,402.1600036621094,396.29998779296875,401.54998779296875,386.544677734375,1996500
04/30/2021,401.0,401.8599853515625,398.3500061035156,398.79998779296875,383.8974914550781,2328100
05/03/2021,401.0,406.7699890136719,400.5299987792969,405.8999938964844,390.732177734375,2568500
05/04/2021,405.4800109863281,412.4700012207031,403.5,411.3399963378906,395.9688720703125,3237200
05/05/2021,410.5,412.75,406.79998779296875,412.5,397.0855712890625,2767600
05/06/2021,413.0,416.8500061035156,412.55999755859375,414.9700012207031,399.4632568359375,3058700
05/07/2021,415.0,419.0199890136719,414.07000732421875,417.6499938964844,402.0430603027344,1851000
05/10/2021,419.2699890136719,425.9800109863281,418.2200012207031,420.8900146484375,405.16204833984375,2489300
05/11/2021,421.0,422.2900085449219,410.6099853515625,411.70001220703125,396.3154602050781,3024000
05/12/2021,409.2900085449219,410.8500061035156,404.67999267578125,405.3699951171875,390.2220153808594,2888100
05/13/2021,406.2799987792969,413.17999267578125,404.32000732421875,408.55999755859375,393.29278564453125,2637500
05/14/2021,410.989990234375,412.5899963378906,408.5,409.79998779296875,394.4864501953125,2072900
05/17/2021,409.30999755859375,412.510009765625,408.57000732421875,408.6300048828125,393.3602294921875,1583900
05/18/2021,409.69000244140625,412.9599914550781,406.2699890136719,410.3800048828125,395.04473876953125,2694800
05/19/2021,409.489990234375,410.7200012207031,404.25,409.5,394.1976318359375,2783100
05/20/2021,409.5299987792969,413.8299865722656,408.32000732421875,408.6400146484375,393.3697814941406,2105800
05/21/2021,410.760009765625,418.6300048828125,409.4599914550781,411.6300048828125,396.2480773925781,4295400
05/24/2021,412.3699951171875,413.8999938964844,409.9200134277344,410.95001220703125,395.5935363769531,1883600
05/25/2021,411.8500061035156,413.8599853515625,408.8900146484375,413.04998779296875,397.614990234375,2285600
05/26/2021,412.1000061035156,415.29998779296875,411.010009765625,413.2099914550781,397.7689514160156,1903900
05/27/2021,414.9200134277344,415.1099853515625,410.3800048828125,412.70001220703125,397.27813720703125,2041800
05/28/2021,412.70001220703125,415.4700012207031,410.0199890136719,411.9200134277344,396.52728271484375,2367900
06/01/2021,413.7300109863281,413.7300109863281,406.1600036621094,406.7200012207031,391.52154541015625,2199600
06/02/2021,409.1400146484375,409.1400146484375,404.54998779296875,405.8500061035156,390.68408203125,2232900
06/03/2021,403.5,409.760009765625,402.8399963378906,407.9599914550781,392.71527099609375,2281200
06/04/2021,410.9599914550781,411.0,404.6499938964844,405.6400146484375,390.48193359375,2990900
06/07/2021,406.9599914550781,407.2099914550781,398.69000244140625,400.25,385.2933349609375,3353800
06/08/2021,400.7200012207031,402.75,398.75,401.739990234375,386.7276611328125,3051300
06/09/2021,403.3299865722656,405.7799987792969,400.5299987792969,401.1000061035156,386.11151123046875,1925700
06/10/2021,401.9100036621094,402.8500061035156,398.4700012207031,401.489990234375,386.4869689941406,4033600
06/11/2021,403.3500061035156,403.3599853515625,394.7799987792969,397.8900146484375,383.0215759277344,3094300
06/14/2021,397.29998779296875,399.4700012207031,395.1300048828125,399.1600036621094,384.2440185546875,2674900
06/15/2021,399.9599914550781,401.5,396.4700012207031,400.2799987792969,385.3221740722656,2845800
06/16/2021,401.1000061035156,403.1499938964844,396.6700134277344,397.25,382.4054260253906,3330800
06/17/2021,396.0,398.07000732421875,394.6099853515625,397.3500061035156,382.5016784667969,3532000
06/18/2021,387.2799987792969,392.6600036621094,387.25,389.3699951171875,376.19268798828125,5521400
06/21/2021,389.3699951171875,399.20001220703125,389.2200012207031,398.07000732421875,384.59820556640625,3839300
06/22/2021,400.6099853515625,400.6499938964844,397.82000732421875,398.69000244140625,385.1972961425781,3964600
06/23/2021,397.82000732421875,399.0,395.2699890136719,395.55999755859375,382.1731872558594,2942100
06/24/2021,398.32000732421875,402.1600036621094,396.8399963378906,398.8699951171875,385.3711853027344,3309100
06/25/2021,400.1000061035156,409.9800109863281,399.0199890136719,404.95001220703125,391.24542236328125,16928900
06/28/2021,404.95001220703125,404.989990234375,397.92999267578125,401.4599914550781,387.87353515625,3193300
06/29/2021,401.9700012207031,403.20001220703125,397.4800109863281,398.1000061035156,384.62725830078125,2458800
06/30/2021,397.5400085449219,401.3999938964844,396.79998779296875,400.44000244140625,386.8880615234375,2875600
07/01/2021,402.0299987792969,405.2099914550781,401.80999755859375,404.8900146484375,391.1874694824219,2678100
07/02/2021,405.0899963378906,409.8699951171875,403.8800048828125,409.3599853515625,395.5061340332031,1982400
07/06/2021,408.6700134277344,411.1600036621094,405.7099914550781,410.260009765625,396.37567138671875,2615300
07/07/2021,410.3500061035156,412.17999267578125,407.20001220703125,411.6600036621094,397.72833251953125,2270400
07/08/2021,408.6099853515625,410.8299865722656,405.0799865722656,409.95001220703125,396.076171875,2032300
07/09/2021,412.5299987792969,413.25,410.6400146484375,412.1099853515625,398.1631164550781,2078900
07/12/2021,411.0199890136719,416.3999938964844,410.30999755859375,416.0400085449219,401.9601135253906,2802600
07/13/2021,416.3800048828125,419.69000244140625,415.7099914550781,418.5400085449219,404.37548828125,2948900
07/14/2021,420.7699890136719,422.5299987792969,413.3500061035156,414.739990234375,400.7041015625,3538700
07/15/2021,411.9100036621094,421.7300109863281,407.20001220703125,420.04998779296875,405.8343505859375,3546500
07/16/2021,421.3599853515625,422.2900085449219,417.6400146484375,419.70001220703125,405.49627685546875,2625400
07/19/2021,417.239990234375,419.5299987792969,406.80999755859375,409.05999755859375,395.2163391113281,3611300
07/20/2021,411.0,417.7300109863281,410.6099853515625,412.9700012207031,398.9939880371094,3186700
07/21/2021,417.05999755859375,417.2300109863281,410.8299865722656,414.6400146484375,400.6075134277344,1863700
07/22/2021,416.0199890136719,416.8299865722656,413.7300109863281,415.7699890136719,401.6992492675781,1421900
07/23/2021,417.8999938964844,419.3399963378906,415.989990234375,417.70001220703125,403.5639343261719,1611700
07/26/2021,416.8299865722656,417.6700134277344,410.8999938964844,413.5400085449219,399.54473876953125,2232600
07/27/2021,412.0,415.260009765625,409.4599914550781,415.1000061035156,401.0519104003906,2630600
07/28/2021,414.489990234375,414.489990234375,406.79998779296875,409.1700134277344,395.3226318359375,2446600
07/29/2021,411.2799987792969,412.5799865722656,408.4200134277344,412.0799865722656,398.1341552734375,1597300
07/30/2021,410.760009765625,413.7699890136719,410.25,412.2200012207031,398.2694396972656,1864200
08/02/2021,413.57000732421875,416.44000244140625,412.80999755859375,415.57000732421875,401.50604248046875,1806500
08/03/2021,415.82000732421875,422.1400146484375,415.0799865722656,421.8999938964844,407.6217956542969,2496500
08/04/2021,422.04998779296875,423.6600036621094,419.7099914550781,421.5400085449219,407.27392578125,1995400
08/05/2021,422.05999755859375,422.25,407.8900146484375,411.19000244140625,397.27423095703125,3598600
08/06/2021,412.010009765625,416.7699890136719,412.010009765625,415.1199951171875,401.07122802734375,1944000
08/09/2021,414.95001220703125,416.2300109863281,410.3500061035156,410.8699951171875,396.9650573730469,1509800
08/10/2021,410.510009765625,413.6499938964844,408.57000732421875,411.7799987792969,397.8442687988281,1441800
08/11/2021,413.0299987792969,413.92999267578125,407.510009765625,407.739990234375,393.94097900390625,1542600
08/12/2021,407.0,408.7300109863281,404.29998779296875,405.9599914550781,392.22119140625,1939900
08/13/2021,407.0799865722656,410.04998779296875,405.9200134277344,409.6700134277344,395.8056335449219,1537800
08/16/2021,409.8399963378906,417.4200134277344,407.3299865722656,417.2099914550781,403.0904541015625,2377500
08/17/2021,417.1000061035156,422.5,416.6300048828125,421.7799987792969,407.5058288574219,2258000
08/18/2021,421.3500061035156,421.5899963378906,417.0899963378906,417.32000732421875,403.1968078613281,3037000
08/19/2021,415.3800048828125,428.3500061035156,412.3999938964844,427.8900146484375,413.4090576171875,3204500
08/20/2021,428.3500061035156,431.3599853515625,426.9100036621094,429.7099914550781,415.1674499511719,2401900
08/23/2021,430.55999755859375,430.55999755859375,424.8999938964844,425.3599853515625,410.9646911621094,2375900
08/24/2021,425.5199890136719,425.94000244140625,421.7200012207031,423.4100036621094,409.0806579589844,1619300
08/25/2021,421.8500061035156,423.6199951171875,419.45001220703125,419.739990234375,405.5347900390625,1939000
08/26/2021,419.7699890136719,421.3900146484375,416.6300048828125,416.8500061035156,402.7427062988281,1385400
08/27/2021,418.010009765625,420.3500061035156,416.1199951171875,418.760009765625,404.5880432128906,1621600
08/30/2021,418.760009765625,420.57000732421875,417.8900146484375,418.29998779296875,404.14361572265625,1284200
08/31/2021,417.0,420.739990234375,414.2200012207031,416.2699890136719,402.18231201171875,4249100
09/01/2021,416.5400085449219,419.8699951171875,411.239990234375,417.3500061035156,403.22576904296875,2034400
09/02/2021,419.1600036621094,424.3999938964844,418.239990234375,423.7099914550781,409.3705139160156,3137400
09/03/2021,421.92999267578125,424.0,420.6099853515625,422.8599853515625,408.54925537109375,1604800
09/07/2021,420.29998779296875,422.260009765625,417.5799865722656,421.239990234375,406.9841003417969,1920300
09/08/2021,421.19000244140625,422.8699951171875,414.20001220703125,415.3900146484375,401.3321228027344,2262500
09/09/2021,415.3399963378906,420.2200012207031,413.92999267578125,414.54998779296875,400.5205078125,3508500
09/10/2021,415.55999755859375,416.0,402.5899963378906,403.9100036621094,391.6103820800781,4215800
09/13/2021,407.9800109863281,416.80999755859375,406.45001220703125,414.5199890136719,401.89727783203125,3068200
09/14/2021,417.5899963378906,417.5899963378906,411.3699951171875,412.5400085449219,399.9775695800781,2879800
09/15/2021,412.5199890136719,421.4200134277344,409.5,417.5199890136719,404.8058776855469,3180600
09/16/2021,419.6700134277344,423.3999938964844,414.9599914550781,416.8399963378906,404.14666748046875,2262700
09/17/2021,414.9700012207031,421.0899963378906,414.9700012207031,420.1600036621094,407.36553955078125,4534200
09/20/2021,416.9200134277344,419.29998779296875,408.7200012207031,412.70001220703125,400.13275146484375,2799800
09/21/2021,415.010009765625,418.7799987792969,412.2099914550781,412.3399963378906,399.7836608886719,2382200
09/22/2021,404.94000244140625,412.0,404.94000244140625,408.70001220703125,396.2545471191406,3629400
09/23/2021,409.79998779296875,414.8500061035156,407.510009765625,408.0299987792969,395.60491943359375,2681600
09/24/2021,406.94000244140625,407.8900146484375,405.2300109863281,407.0799865722656,394.6838073730469,1950400
09/27/2021,407.8299865722656,412.1499938964844,404.9599914550781,405.2699890136719,392.928955078125,2608600
09/28/2021,402.6000061035156,404.0,397.0199890136719,398.6199951171875,386.48150634765625,3115400
